"","Saanich_010","Saanich_100","Saanich_120","Saanich_135","Saanich_150","Saanich_165","Saanich_200"
"Otu2636",13,5,2,2,12,2,2
"Otu2637",2,7,2,2,4,17,2
"Otu2638",2,5,2,15,12,21,2
"Otu2639",2,2,2,2,15,16,2
"Otu2640",7,2,6,7,2,9,4
"Otu2641",3,2,2,2,22,4,18
"Otu2642",2,2,4,37,51,2,33892
"Otu2643",4,2,2,2,2,1,4
"Otu2644",3,6,2,2,2,2,5
"Otu2645",2,2,4,2,2,2,10
"Otu2646",2,2,7,4,4,2,18
"Otu2647",2,2,2,2,6,2,22
"Otu2648",2,6,2,4,2,6,2
"Otu2649",4,2,2,2,2,21,7
"Otu2650",4,2,2,2,17,2,18
"Otu2651",5,2,2,4,2,3,12
"Otu2652",2,2,2,6,2,2,5
"Otu2653",2,6,2,2,2,4,7
"Otu2654",2,2,2,2,2,1,4
"Otu2655",4,10,6,2,2,4,2
"Otu2656",2,3,2,10,4,2,2
"Otu2657",167,2,2,5,2,9,5
"Otu2658",2,2,2,2,4,9,9
"Otu2659",3,2,2,2,2,1,4
"Otu2660",79,2,2,5,2,21,2
"Otu2661",7,2,2,2,2,2,11
"Otu2662",8,4,2,2,4,1,9
"Otu2663",872,14,2,23,2,2,13
"Otu2664",6,2,4,2,83,83,4
"Otu2665",872,39,2,38,24,69,29
"Otu2666",74,2,2,4,4,9,3
"Otu2667",2,2,2,2,22,13,8
"Otu2668",2,4,2,7,2,4,9
"Otu2669",367,2,2,26,31,4,2
"Otu2670",2,4,2,13,12,2,2
"Otu2671",2,2,10,5,2,4,18
"Otu2672",79,2,3,2,4,4,4
"Otu2673",2,2,69,25,10,2,6
"Otu2674",4,2,2,2,2,1,4
"Otu2675",2,5,2,2,36,2,9
"Otu2676",11,2,2,18,4,2,58
"Otu2677",3,2,2,2,4,2,4
"Otu2678",2,2,33,3,22,2,2
"Otu2679",5,2,4,6,4,9,2
"Otu2680",2,13,2,6,6,9,14
"Otu2681",11,2,2,2,4,4,3
"Otu2682",2,3,2,2,2,29,12
"Otu2683",2,2,2,2,6,2,22
"Otu2684",6,2,2,2,2,1,4
"Otu2685",781,1088,370,2,48,1216,2
"Otu2686",2,2,2,7,2,3,7
"Otu2687",2,2,45,16,7,62,347
"Otu2688",359,2,24,271,478,4,14
"Otu2689",6,2,9,8,4,2,4
"Otu2690",4,2,4,5,2,9,3
"Otu2691",5,2,2,17,18,2,2
"Otu2692",2,4,2,2,17,2,116
"Otu2693",74,2,2,2,2,9,2
"Otu2694",2,2,2,2,2,23,2
"Otu2695",5,2,2,4,4,3,5
"Otu2696",2,2,2,5,6,2,2
"Otu2697",2,2,31,10,33,61,12
"Otu2698",2,2,3,11,2,21,55
"Otu2699",2,2,2,5,2,2,4
"Otu2700",2,2,45,29,2,8,4
"Otu2701",3,10,2,2,2,2,5
"Otu2702",2,7,2,2,4,2,2
"Otu2703",2,2,2,2,2,1,4
"Otu2704",2,2,2,13,6,21,2
"Otu2705",2,2,19,14,2,2,2
"Otu2706",2,2,2,2,12,2,6
"Otu2707",2,2,2,6,4,6,5
"Otu2708",2,2,2,2,4,2,4
"Otu2709",8,2,23,11,2,4,6
"Otu2710",2,2,5,5,2,21,6
"Otu2711",2,2,2,2,2,2,4
"Otu2712",2,2,2,3,3,3,7
"Otu2713",22,2,6,2,5,2,116
"Otu2714",2,2,2,20,4,2,33892
"Otu2715",2,2,2,2,2,2,11
"Otu2716",3,2,2,2,2,2,11
"Otu2717",11,2,3,2,2,9,4
"Otu2718",6,2,2,3,23,4,2
"Otu2719",2,2,4,2,22,1,9
"Otu2720",2,2,2,4,2,2,2
"Otu2721",4,2,2,2,4,2,4
"Otu2722",1,2,2,2,12,2,6
"Otu2723",8,2,2,2,2,3,9
"Otu2724",14,2,2,4,2,6,4
"Otu2725",3,2,2,2,2,29,12
"Otu2726",2,2,4,11,4,4,375
"Otu2727",22,2,2,4,2,2,4
"Otu2728",2,2,1,2,2,9,8
"Otu2729",2,2,2,9,2,3,4
"Otu2730",74,2,2,2,2,9,4
"Otu2731",8,2,2,2,2,1,4
"Otu2732",74,4,2,2,4,2,7
"Otu2733",3,2,2,2,2,17,5
"Otu2734",2,3,2,5,2,6,2
"Otu2735",74,2,2,4,2,23,5
"Otu2736",79,2,2,2,7,12,11
"Otu2737",2,10,2,9,2,69,2
"Otu2738",6,2,2,2,22,4,6
"Otu2739",2,13,2,6,3,4,4
"Otu2740",13,2,2,3,5,9,4
"Otu2741",6,11,2,3,20,4,117
"Otu2742",5,3,2,2,22,6,18
"Otu2743",5,3,2,2,2,21,8
"Otu2744",3,2,2,6,9,21,5
"Otu2745",74,2,2,6,13,2,3
"Otu2746",2,2,3,2,2,4,117
"Otu2747",2,2,3,2,6,2,6
"Otu2748",4,2,2,2,2,1,4
"Otu2749",3,3,2,2,2,3,9
"Otu2750",7,2,2,6,15,2,2
"Otu2751",8,9,2,2,2,4,2
"Otu2752",5,2,2,2,2,29,8
"Otu2753",2,2,4,2,5,2,6
"Otu2754",2,2,2,5,2,2,7
"Otu2755",2,2,3,2,4,9,4
"Otu2756",111,2,8,22,39,20,2
"Otu2757",6,2,2,9,3,2,5
"Otu2758",4,2,7,6,2,2,4
"Otu2759",2,2,2,6,2,2,15
"Otu2760",2,6,2,10,2,4,3
"Otu2761",2,2,2,5,2,2,4
"Otu2762",79,2,2,6,2,2,5
"Otu2763",4,3,2,12,6,4,2
"Otu2764",2,2,2,8,83,10,2
"Otu2765",2,2,2,16,8,2,2
"Otu2766",8,3,2,2,2,23,20
"Otu2767",2,2,2,6,6,23,31
"Otu2768",2,2,2,21,2,4,2
"Otu2769",2,16,2,8,18,2,8
"Otu2770",2,2,2,4,6,1,6
"Otu2771",2,2,2,48,81,2,42
"Otu2772",2,3,2,2,5,2,4
"Otu2773",2,2,4,4,2,21,6
"Otu2774",4,8,2,4,2,3,2
"Otu2775",5,2,4,2,2,9,3
"Otu2776",5,2,4,2,2,2,3
"Otu2777",4,4,2,2,2,2,11
"Otu2778",2,2,3,2,4,2,10
"Otu2779",13,3,2,8,2,2,69
"Otu2780",25,2,2,2,2,2,11
"Otu2781",2,2,2,2,4,9,4
"Otu2782",6,2,6,4,2,9,2
"Otu2783",4,2,2,4,2,9,4
"Otu2784",2,2,2,2,22,2,18
"Otu2785",4,9,2,12,4,2,2
"Otu2786",2,3,2,4,2,2,3
"Otu2787",4,2,2,16,2,2,85
"Otu2788",11,8,4,2,2,21,2
"Otu2789",3,2,2,13,2,6,2
"Otu2790",2,2,2,11,4,69,2
"Otu2791",4,2,2,2,6,2,117
"Otu2792",2,2,2,6,2,2,2
"Otu2793",534,2,105,107,71,8,2
"Otu2794",2,7,145,225,15,2,18
"Otu2795",2,3,2,2,3,23,4
"Otu2796",2,2,2,2,15,8,2
"Otu2797",5,2,2,8,2,2,5
"Otu2798",2,2,2,2,2,2,3
"Otu2799",2,8,4,2,15,2,116
"Otu2800",2,2,4,3,4,9,117
"Otu2801",79,4,2,2,2,4,2
"Otu2802",2,3,8,28,2,84,2
"Otu2803",2,2,2,2,2,1,4
"Otu2804",2,2,2,5,2,2,4
"Otu2805",2,2,2,13,2,2,4
"Otu2806",14,2,2,2,2,17,2
"Otu2807",2,5,2,2,2,3,8
"Otu2808",6,2,1,7,1,4,2
"Otu2809",2,9,4,3,2,2,5
"Otu2810",14,2,2,4,2,2,5
"Otu2811",5,5,9,5,2,2,2
"Otu2812",2,2,3,2,4,2,117
"Otu2813",54,2,2,2,55,61,32
"Otu2814",5,2,2,3,2,21,5
"Otu2815",2,6,7,9,6,3,2
"Otu2816",2,3,2,2,4,9,11
"Otu2817",5,5,2,4,6,29,5
"Otu2818",15,4,2,6,2,4,5
"Otu2819",4,2,2,2,2,2,9
"Otu2820",3,12,2,2,7,2,4
"Otu2821",4,2,2,2,2,1,9
"Otu2822",3,7,2,2,2,6,6
"Otu2823",2,2,2,2,22,2,8
"Otu2824",25,4,10,13,4,4,2
"Otu2825",13,2,2,4,2,6,2
"Otu2826",2,2,2,13,18,4,2
"Otu2827",3,7,3,2,4,2,2
"Otu2828",2,23,18,11,29,8,2
"Otu2829",2,20,5,2,2,2,3
"Otu2830",2,2,15,8,33,62,6
"Otu2831",4,2,2,4,2,4,2
"Otu2832",2,2,2,2,4,1,9
"Otu2833",2,2,2,2,2,17,7
"Otu2834",4,2,2,2,2,29,2
"Otu2835",2,2,2,2,4,2,4
"Otu2836",2,12,2,4,4,6,2
"Otu2837",2,3,2,2,12,2,3
"Otu2838",3,2,2,2,2,2,4
"Otu2839",14,2,2,4,2,17,7
"Otu2840",2,2,2,2,2,2,9
"Otu2841",2,2,2,2,12,5,2
"Otu2842",11,2,2,7,2,4,4
"Otu2843",2,8,3,7,10,1,2
"Otu2844",2,2,2,2,2,23,7
"Otu2845",2,11,5,2,23,2,8
"Otu2846",2,2,2,2,4,9,3
"Otu2847",4,4,2,3,2,6,5
"Otu2848",2,5,2,2,2,3,7
"Otu2849",2,2,7,6,2,2,22
"Otu2850",48,2,6,2,3,2,6
"Otu2851",1,2,2,2,15,67,4
"Otu2852",14,2,4,2,8,2,116
"Otu2853",2,9,6,16,12,2,12
"Otu2854",8,2,2,2,15,2,2
"Otu2855",3,2,2,8,7,2,2
"Otu2856",2,6,2,6,3,9,7
"Otu2857",2,3,2,2,22,21,116
"Otu2858",266,2,2,2,65,2,6
"Otu2859",6,2,2,4,13,3,22
"Otu2860",2,3,2,2,2,29,2
"Otu2861",4,12,2,2,2,9,2
"Otu2862",2,2,6,2,2,2,18
"Otu2863",2,2,2,4,7,4,7
"Otu2864",2,2,2,6,2,3,4
"Otu2865",5,2,2,2,2,23,5
"Otu2866",3,2,2,2,6,2,4
"Otu2867",2,2,2,13,2,2,2
"Otu2868",2,2,98,64,41,2,15
"Otu2869",6,3,2,4,2,4,3
"Otu2870",2,2,6,4,4,2,6
"Otu2871",2,286,109,6,2,9,12
"Otu2872",2,2,6,25,507,364,74
"Otu2873",2,2,2,4,2,6,4
"Otu2874",6,2,2,2,2,17,4
"Otu2875",2,2,28,2,55,83,29
"Otu2876",3,2,2,4,2,6,4
"Otu2877",2,2,2,4,2,2,2
"Otu2878",2,2,2,2,7,4,117
"Otu2879",2,2,4,6,4,2,4
"Otu2880",2,2,2,2,4,9,9
"Otu2881",2,2,2,2,12,2,6
"Otu2882",4,2,23,12,17,2,4
"Otu2883",10,2,2,11,27,2,4
"Otu2884",6,2,2,2,2,2,3
"Otu2885",3,2,2,2,22,8,18
"Otu2886",18,2,2,4,2,17,7
"Otu2887",74,2,2,2,23,4,2
"Otu2888",3,3,2,2,12,2,2
"Otu2889",6,2,2,4,2,3,2
"Otu2890",2,2,2,2,2,2,9
"Otu2891",2,72,26,11,5,69,2
"Otu2892",2,2,5,13,5,4,11
"Otu2893",2,2,3,2,3,9,4
"Otu2894",4,2,2,2,2,1,4
"Otu2895",2,3,2,4,6,21,100
"Otu2896",18,6,2,4,35,4,2
"Otu2897",2,10,2,2,7,17,2
"Otu2898",2,2,2,5,19,16,11
"Otu2899",2,2,2,2,2,2,2
"Otu2900",8,2,2,4,4,2,20
"Otu2901",2,2,3,4,2,6,2
"Otu2902",2,2,2,2,2,2,9
"Otu2903",167,2,2,2,20,2,6
"Otu2904",13,2,2,2,2,2,3
"Otu2905",2,2,2,2,23,14,18
"Otu2906",3,6,2,2,6,2,5
"Otu2907",6,2,2,2,36,151,22
"Otu2908",1,2,17,26,2,21,2
"Otu2909",2,2,2,2,2,2,4
"Otu2910",4,2,2,4,2,2,4
"Otu2911",2,2,2,2,2,21,5
"Otu2912",2,2,2,2,4,2,3
"Otu2913",2,2,2,6,3,9,2
"Otu2914",2,2,2,2,47,13,6
"Otu2915",3,2,2,10,2,69,2
"Otu2916",13,5,2,2,12,2,117
"Otu2917",2,14,2,19,2,84,91
"Otu2918",2,2,2,8,2,4,2
"Otu2919",2,2,3,2,7,59,7
"Otu2920",3,4,2,2,22,12,2
"Otu2921",3,2,2,2,15,2,2
"Otu2922",22,2,2,2,19,2,6
"Otu2923",11,2,2,2,4,2,4
"Otu2924",53,2,21,7,7,4,4
"Otu2925",3,18,2,2,2,2,8
"Otu2926",2,2,2,3,2,6,2
"Otu2927",2,2,2,2,29,2,9
"Otu2928",4,2,2,2,13,2,10
"Otu2929",79,2,2,2,2,9,2
"Otu2930",2,2,2,10,2,21,2
"Otu2931",5,2,4,7,5,1,3
"Otu2932",2,2,2,11,2,2,2
"Otu2933",14,2,2,2,15,6,6
"Otu2934",4,2,3,2,35,2,2
"Otu2935",1053,2,21,18,19,44,4
"Otu2936",2,8,2,11,28,4,7
"Otu2937",11,2,2,2,2,2,3
"Otu2938",2,2,2,2,4,4,4
"Otu2939",2,2,2,4,3,6,4
"Otu2940",2,3,2,4,2,3,2
"Otu2941",5,2,2,4,6,2,2
"Otu2942",2,2,2,4,2,2,5
"Otu2943",2,2,2,2,2,1,3
"Otu2944",2,13,2,9,2,69,2
"Otu2945",13,2,2,2,2,2,7
"Otu2946",2,2,2,2,4,2,9
"Otu2947",19,2,2,2,4,9,4
"Otu2948",2,2,2,3,5,2,3
"Otu2949",30,2,2,4,4,2,12
"Otu2950",1,2,2,11,15,4,41
"Otu2951",2,2,2,8,4,2,2
"Otu2952",2,3,3,2,4,2,4
"Otu2953",11,17,2,2,4,2,4
"Otu2954",2,2,2,3,2,3,2
"Otu2955",2,4,2,11,2,69,2
"Otu2956",2,2,2,2,17,2,6
"Otu2957",2,4,2,2,2,17,8
"Otu2958",11,2,8,2,20,12,6
"Otu2959",14,2,2,2,15,4,2
"Otu2960",2,2,2,4,2,2,4
"Otu2961",4,2,2,2,4,2,4
"Otu2962",28,2,2,2,7,3,22
"Otu2963",1,2,12,9,2,9,6
"Otu2964",3,2,4,4,7,2,4
"Otu2965",1,4,2,5,19,2,3
"Otu2966",11,4,2,2,2,29,4
"Otu2967",79,13,5,2,2,4,2
"Otu2968",5,2,2,2,23,2,18
"Otu2969",2,4,2,4,2,9,2
"Otu2970",11,2,2,22,4,2,33892
"Otu2971",4,2,2,2,2,2,4
"Otu2972",2,3,2,4,2,9,3
"Otu2973",8,12,2,2,17,6,4
"Otu2974",74,4,2,2,8,2,9
"Otu2975",167,2,4,7,5,2,4
"Otu2976",4,2,6,2,56,8,6
"Otu2977",4,2,2,2,2,3,9
"Otu2978",2,2,2,4,2,29,2
"Otu2979",3,2,2,2,22,6,116
"Otu2980",12,2,3,2,2,23,9
"Otu2981",2,2,4,2,7,12,2
"Otu2982",2,2,2,12,2,69,2
"Otu2983",2,2,2,2,18,2,18
"Otu2984",2,3,50,50,2,4,5
"Otu2985",2,2,2,8,2,4,14
"Otu2986",2,6,2,4,2,4,3
"Otu2987",14,10,2,2,6,2,2
"Otu2988",8,2,16,3,2,37,2
"Otu2989",7,2,11,2,2,16,18
"Otu2990",3,2,4,2,2,9,10
"Otu2991",14,2,2,15,4,4,11
"Otu2992",2,2,4,2,9,2,18
"Otu2993",5,2,2,2,2,21,7
"Otu2994",2,2,2,2,2,1,4
"Otu2995",4,2,2,2,2,9,9
"Otu2996",74,2,8,2,4,2,32
"Otu2997",2,2,2,2,15,4,116
"Otu2998",14,2,2,2,6,2,4
"Otu2999",5,2,74,79,13,3,32
"Otu3000",2,2,2,2,8,4,4
"Otu3001",2,2,2,19,33,6,2
"Otu3002",5,2,2,4,6,2,4
"Otu3003",147,8,2,2,2,9,2
"Otu3004",2,3,2,13,11,9,12
"Otu3005",2,2,2,3,2,3,7
"Otu3006",2,2,2,5,2,2,2
"Otu3007",2,2,4,2,2,9,6
"Otu3008",7,2,3,4,2,23,4
"Otu3009",2,2,2,9,2,21,10
"Otu3010",5,2,2,2,2,17,5
"Otu3011",2,2,4,16,16,6,2
"Otu3012",2,5,2,2,2,23,4
"Otu3013",2,7,2,4,2,2,2
"Otu3014",2,2,2,2,2,2,4
"Otu3015",2,2,2,9,41,32,5
"Otu3016",2,2,2,3,7,2,4
"Otu3017",2,2,2,11,13,17,2
"Otu3018",2,6,2,2,2,3,8
"Otu3019",2,3,2,2,15,2,2
"Otu3020",6,2,2,2,6,9,3
"Otu3021",3,2,2,16,4,2,2
"Otu3022",1271,173,2,2,2,17,9
"Otu3023",2,3,2,2,2,2,11
"Otu3024",4,2,2,3,47,9,2
"Otu3025",11,4,2,2,2,17,20
"Otu3026",74,2,2,2,4,2,7
"Otu3027",2,2,2,2,2,2,4
"Otu3028",14,4,2,2,2,2,5
"Otu3029",1,7,2,10,5,2,4
"Otu3030",79,2,2,2,2,9,6
"Otu3031",2,2,2,2,2,2,3
"Otu3032",11,4,2,19,2,4,12
"Otu3033",2,2,4,6,2,9,14
"Otu3034",3,2,2,5,2,2,5
"Otu3035",2,2,2,2,2,23,7
"Otu3036",11,2,2,2,4,2,22
"Otu3037",2,2,28,29,4,2,2
"Otu3038",2,2,2,2,23,20,18
"Otu3039",20,2,293,246,106,209,26
"Otu3040",3,2,5,4,2,21,9
"Otu3041",2,5,2,2,2,2,11
"Otu3042",2,11,2,2,2,2,12
"Otu3043",4,2,4,2,2,9,2
"Otu3044",2,5,2,2,5,9,3
"Otu3045",2,2,2,7,2,2,2
"Otu3046",4,2,2,2,22,16,116
"Otu3047",11,2,2,4,4,17,14
"Otu3048",8,4,2,3,2,29,5
"Otu3049",5,2,28,4,6,6,12
"Otu3050",2,2,2,3,2,9,20
"Otu3051",2,2,2,3,14,2,2
"Otu3052",4,2,2,2,2,29,2
"Otu3053",3,2,2,2,2,9,7
"Otu3054",14,2,2,3,2,29,3
"Otu3055",39,4,2,5,2,6,31
"Otu3056",2,2,12,32,17,2,28
"Otu3057",7,2,2,2,4,2,22
"Otu3058",4,2,2,2,2,23,2
"Otu3059",2,4,2,8,2,4,2
"Otu3060",3,11,2,2,2,4,3
"Otu3061",2,2,2,2,2,1,3
"Otu3062",12,2,11,2,43,4,6
"Otu3063",2,3,2,2,4,2,4
"Otu3064",2,2,2,4,2,4,2
"Otu3065",2,3,2,2,8,59,20
"Otu3066",6,2,3,5,4,29,2
"Otu3067",5,2,2,2,4,9,4
"Otu3068",2,2,18,25,20,59,6
"Otu3069",2,2,492,225,4,1048,66
"Otu3070",28,2,20,9,2,8,2
"Otu3071",4,2,90,40,2,11,2
"Otu3072",2,2,4,2,2,4,2
"Otu3073",2,2,2,2,2,21,4
"Otu3074",19,2,2,2,10,53,7
"Otu3075",199,2,92,264,4,21,25
"Otu3076",2,2,3,2,12,7,18
"Otu3077",2,2,2,2,2,1,4
"Otu3078",2,2,7,17,4,4,2
"Otu3079",5,2,2,2,2,9,11
"Otu3080",2,2,2,2,2,2,4
"Otu3081",6,2,2,12,2,2,31
"Otu3082",5,2,2,2,4,2,3
"Otu3083",6,4,2,4,2,9,5
"Otu3084",1,2,4,4,4,1,3
"Otu3085",8,2,3,4,6,2,4
"Otu3086",2,2,4,3,6,3,2
"Otu3087",5,2,2,2,12,4,2
"Otu3088",14,2,2,2,2,1,3
"Otu3089",74,2,2,4,22,2,2
"Otu3090",1,2,4,4,14,2,2
"Otu3091",4,2,2,2,4,2,4
"Otu3092",79,2,2,2,2,9,2
"Otu3093",2,2,2,3,2,3,5
"Otu3094",2,2,4,20,37,2,4
"Otu3095",15,2,2,5,2,9,2
"Otu3096",3,2,2,2,2,2,9
"Otu3097",2,2,4,16,4,6,2
"Otu3098",2,2,2,2,15,5,18
"Otu3099",16,2,11,2,2,16,6
"Otu3100",2,2,2,2,2,2,11
"Otu3101",9,2,2,2,4,2,4
"Otu3102",8,2,2,32,29,2,91
"Otu3103",2,3,2,2,2,17,2
"Otu3104",2,2,2,4,2,6,4
"Otu3105",2,2,2,2,2,2,4
"Otu3106",2,6,2,4,2,9,7
"Otu3107",6,2,4,10,9,29,10
"Otu3108",22,2,9,8,2,9,11
"Otu3109",2,2,2,6,2,4,5
"Otu3110",6,2,2,13,4,6,2
"Otu3111",2,2,2,2,2,2,11
"Otu3112",2,3,2,2,2,1,4
"Otu3113",8,2,2,2,4,9,4
"Otu3114",11,2,2,2,2,2,11
"Otu3115",5,2,2,2,4,9,9
"Otu3116",4,2,2,2,2,3,4
"Otu3117",13,2,2,2,12,12,2
"Otu3118",2,2,4,6,12,2,4
"Otu3119",2,7,2,4,2,2,4
"Otu3120",13,6,2,7,2,2,2
"Otu3121",344,2,497,302,124,364,66
"Otu3122",14,4,2,2,12,2,3
"Otu3123",5,8,2,4,4,4,5
"Otu3124",8,2,2,2,2,21,8
"Otu3125",4,2,2,2,3,21,2
"Otu3126",8,2,2,13,8,4,32
"Otu3127",2,2,2,2,12,4,6
"Otu3128",3,6,2,2,22,18,6
"Otu3129",3,3,2,2,2,9,7
"Otu3130",6,2,2,20,3,17,91
"Otu3131",4,2,2,3,2,6,4
"Otu3132",6,2,2,2,4,9,3
"Otu3133",4,2,2,3,6,2,3
"Otu3134",14,3,2,2,2,2,7
"Otu3135",28,3,2,2,26,4,18
"Otu3136",6,2,2,2,12,5,3
"Otu3137",2,2,6,8,2,21,5
"Otu3138",14,2,2,2,2,4,7
"Otu3139",13,2,2,4,6,9,3
"Otu3140",6,2,4,4,2,21,6
"Otu3141",2,4,2,2,2,3,7
"Otu3142",5,4,2,2,2,3,5
"Otu3143",3,2,2,2,2,1,3
"Otu3144",4,2,6,11,8,2,15
"Otu3145",3,2,2,2,12,20,10
"Otu3146",2,8,2,2,2,4,3
"Otu3147",28,2,3,6,4,2,5
"Otu3148",2,2,2,2,4,9,4
"Otu3149",2,25,2,2,7,2,2
"Otu3150",4,2,6,11,4,4,5
"Otu3151",1,2,2,8,2,2,4
"Otu3152",5,2,2,2,12,36,4
"Otu3153",2,2,2,2,11,2,10
"Otu3154",11,2,4,2,22,2,8
"Otu3155",2,4,2,2,2,2,8
"Otu3156",2,2,2,2,6,2,3
"Otu3157",2,2,4,2,2,9,2
"Otu3158",2,2,2,2,2,23,5
"Otu3159",4,2,2,2,2,3,11
"Otu3160",2,2,4,6,2,2,2
"Otu3161",3,2,2,4,2,4,2
"Otu3162",13,2,2,6,2,3,2
"Otu3163",2,8,2,9,5,2,8
"Otu3164",2,2,5,4,2,2,2
"Otu3165",5,2,2,2,3,2,9
"Otu3166",6,7,2,2,2,2,2
"Otu3167",2,2,2,4,2,6,100
"Otu3168",2,2,2,2,6,2,2
"Otu3169",2,2,2,6,4,2,2
"Otu3170",14,2,2,2,16,6,2
"Otu3171",167,23,2,2,2,9,2
"Otu3172",2,13,5,2,2,9,11
"Otu3173",13,4,2,7,2,2,6
"Otu3174",15,2,2,2,6,2,4
"Otu3175",2,5,2,2,4,2,9
"Otu3176",2,2,2,2,2,1,4
"Otu3177",4,2,2,2,2,9,9
"Otu3178",2,2,4,3,59,8,2
"Otu3179",2,2,4,2,22,24,18
"Otu3180",4,2,2,6,5,4,2
"Otu3181",4,4,2,2,5,2,22
"Otu3182",2,2,2,2,2,2,4
"Otu3183",2,5,2,8,4,4,930
"Otu3184",2,2,7,2,5,2,32
"Otu3185",173,4,2,155,312,25,190
"Otu3186",2,379,394,233,20,62,15
"Otu3187",2,4,4,2,14,6,2
"Otu3188",12,2,2,2,4,9,9
"Otu3189",2,4,2,4,2,2,2
"Otu3190",2,34,2,2,2,21,3
"Otu3191",2,2,4,2,2,9,2
"Otu3192",2,8,2,2,2,3,12
"Otu3193",2,2,2,17,18,2,845
"Otu3194",2,3,3,2,2,9,4
"Otu3195",2,2,3,3,17,2,2
"Otu3196",2,26,394,225,18,75,29
"Otu3197",74,2,2,2,2,2,7
"Otu3198",74,2,2,12,2,21,2
"Otu3199",2,4,574,302,1653,454,6
"Otu3200",2,6,14,4,2,6,9
"Otu3201",2,2,2,2,2,1,11
"Otu3202",2,4,7,2,20,4,18
"Otu3203",79,2,2,2,8,4,2
"Otu3204",14,26,8,2,6,4,4
"Otu3205",3,2,2,2,2,2,3
"Otu3206",2,8,2,2,2,6,2
"Otu3207",7,4,2,15,16,6,4
"Otu3208",2,2,2,6,2,3,5
"Otu3209",3,2,2,5,2,2,2
"Otu3210",6,9,2,2,2,9,12
"Otu3211",13,12,2,4,2,4,5
"Otu3212",2,4,2,5,2,6,2
"Otu3213",2,6,2,4,3,6,4
"Otu3214",2,2,2,3,6,2,9
"Otu3215",6,2,2,2,2,1,3
"Otu3216",2,2,2,4,6,21,4
"Otu3217",2,2,6,13,5,4,3
"Otu3218",2,2,3,2,4,2,2
"Otu3219",11,2,2,2,2,17,11
"Otu3220",18,3,2,2,2,29,2
"Otu3221",22,2,4,6,2,9,2
"Otu3222",74,9,4,2,8,2,4
"Otu3223",2,2,120,73,2,1,2
"Otu3224",33,2,2,2,2,2,9
"Otu3225",5,2,2,4,2,29,5
"Otu3226",2,4,2,4,6,21,2
"Otu3227",14,2,9,15,1,2,7
"Otu3228",13,6,6,2,2,2,2
"Otu3229",12,9,2,23,2,4,2
"Otu3230",2,2,2,16,4,2,2
"Otu3231",2,2,2,2,2,2,4
"Otu3232",28,2,4,4,4,2,9
"Otu3233",150,2,235,98,2,146,2
"Otu3234",2,3,6,4,4,2,10
"Otu3235",2,2,2,2,2,2,4
"Otu3236",60,2,19,7,2,4,2
"Otu3237",2,6,4,2,2,2,3
"Otu3238",2,2,2,4,7,2,7
"Otu3239",2,4,2,2,2,23,6
"Otu3240",2,6,2,2,2,23,4
"Otu3241",4,2,2,2,2,29,2
"Otu3242",3,2,2,3,23,95,8
"Otu3243",2,2,2,2,4,2,3
"Otu3244",5,3,3,2,2,2,117
"Otu3245",11,13,2,2,4,2,2
"Otu3246",2,2,2,2,2,2,2
"Otu3247",2,238,148,45,2,6,2
"Otu3248",2,2,4,4,2,17,8
"Otu3249",2,4,2,17,4,2,2
"Otu3250",2,9,2,4,2,4,2
"Otu3251",2,2,2,9,2,4,2
"Otu3252",2,2,2,4,4,2,2
"Otu3253",7,2,2,2,2,23,4
"Otu3254",13,2,2,10,2,21,2
"Otu3255",809,5,2,33,4,6,2
"Otu3256",4,2,2,2,15,2,18
"Otu3257",4,2,2,3,2,9,12
"Otu3258",5,8,2,2,2,29,2
"Otu3259",2,2,2,6,2,2,2
"Otu3260",2,2,4,2,2,2,10
"Otu3261",2,3,2,5,2,9,2
"Otu3262",13,2,3,2,2,21,2
"Otu3263",2,4,2,4,2,9,7
"Otu3264",2,2,2,2,2,2,9
"Otu3265",74,2,6,4,2,2,22
"Otu3266",2,2,12,3,20,2,6
"Otu3267",3,2,4,8,2,2,2
"Otu3268",4,10,4,4,2,2,2
"Otu3269",14,2,2,2,2,2,4
"Otu3270",2,2,2,2,2,2,4
"Otu3271",2,4,2,4,6,2,20
"Otu3272",3,2,2,2,2,17,8
"Otu3273",6,2,2,2,23,20,6
"Otu3274",3,2,2,2,15,67,9
"Otu3275",2,12,2,2,2,9,2
"Otu3276",2,4,2,2,47,13,2
"Otu3277",4,2,2,4,4,9,3
"Otu3278",2,2,2,8,2,4,31
"Otu3279",2,141,125,108,9,29,2
"Otu3280",2,5,2,10,5,21,2
"Otu3281",8,2,2,2,2,2,4
"Otu3282",2,3,2,9,2,21,2
"Otu3283",3,11,3,2,23,4,6
"Otu3284",3,2,2,6,26,8,3
"Otu3285",1,2,2,2,2,2,9
"Otu3286",14,2,2,14,8,4,4
"Otu3287",11,2,2,3,23,4,2
"Otu3288",2,2,2,4,2,4,4
"Otu3289",167,3,2,16,2,2,58
"Otu3290",5,6,2,6,5,4,3
"Otu3291",147,4,2,8,4,2,2
"Otu3292",18,3,2,6,2,4,2
"Otu3293",8,3,19,8,8,2,2
"Otu3294",2,4,16,8,2,13,2
"Otu3295",2,4,2,4,13,2,11
"Otu3296",6,2,3,2,2,1,117
"Otu3297",4,4,2,2,2,29,5
"Otu3298",12,2,14,2,5,81,2
